-4,000000	1,321349
-3,900000	1,453983
-3,800000	1,634366
-3,700000	1,887376
-3,600000	2,259783
-3,500000	2,850763
-3,400000	3,913265
-3,300000	6,339317
-3,200000	17,130872
-3,100000	-24,049640
-3,000000	-7,086167
-2,900000	-4,179740
-2,800000	-2,985180
-2,700000	-2,339839
-2,600000	-1,939859
-2,500000	-1,670921
-2,400000	-1,480465
-2,300000	-1,341012
-2,200000	-1,236864
-2,100000	-1,158467
-2,000000	-1,099750
-1,900000	-1,056747
-1,800000	-1,026854
-1,700000	-1,008404
-1,600000	-1,000424
-1,500000	-1,002508
-1,400000	-1,014760
-1,300000	-1,037811
-1,200000	-1,072902
-1,100000	-1,122050
-1,000000	-1,188355
-0,900000	-1,276538
-0,800000	-1,393889
-0,700000	-1,552056
-0,600000	-1,770627
-0,500000	-2,085021
-0,400000	-2,566181
-0,300000	-3,379543
-0,200000	-5,020000
-0,100000	-9,941985
0,000000	414124103666252,500000
0,100000	10,016686
0,200000	5,033490
0,300000	3,383863
0,400000	2,567932
0,500000	2,085830
0,600000	1,771032
0,700000	1,552270
0,800000	1,394008
0,900000	1,276606
1,000000	1,188395
1,100000	1,122073
1,200000	1,072916
1,300000	1,037820
1,400000	1,014765
1,500000	1,002511
1,600000	1,000427
1,700000	1,008405
1,800000	1,026855
1,900000	1,056747
2,000000	1,099750
2,100000	1,158468
2,200000	1,236864
2,300000	1,341012
2,400000	1,480466
2,500000	1,670922
2,600000	1,939859
2,700000	2,339839
2,800000	2,985180
2,900000	4,179740
3,000000	7,086167
3,100000	24,049641
3,200000	-17,130872
3,300000	-6,339317
3,400000	-3,913265
3,500000	-2,850763
3,600000	-2,259783
3,700000	-1,887376
3,800000	-1,634366
3,900000	-1,453982
